utterance,intent,category,tags,tagalog
I try to check in what cases can I ask for a refund,check_refund_policy,REFUND,B,Sinisikap kong suriin kung anong mga kaso ang maaari kong hilingin para sa isang refund
could you show me in what cases can I ask for my money back?,check_refund_policy,REFUND,BIP,Maipakikita mo ba sa akin sa anong mga kaso maaari kong hingin ang aking pera?
checking your money back policy,check_refund_policy,REFUND,B,Pagsusuri sa patakaran mo sa likod ng iyong pera
help me check your money back policy,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin ang patakaran ng inyong pera
I am trying to check your refund policy,check_refund_policy,REFUND,B,Sinisikap kong suriin ang inyong patakaran
under what circumstances can I ask for my money back?,check_refund_policy,REFUND,BI,Sa ilalim ng anong mga kalagayan maaari kong hingin ang aking pera?
I would like to check your refund policy,check_refund_policy,REFUND,BP,Nais kong suriin ang inyong patakaran ng refund
is it possible to check your refund policy?,check_refund_policy,REFUND,BI,posible bang suriin ang iyong patakaran?
I have to check how long refunds take,check_refund_policy,REFUND,B,Kailangan kong suriin kung gaano katagal ang mga refund
check under what circumstances can I ask for a refund,check_refund_policy,REFUND,B,sa ilalim ng kung anong mga kalagayan maaari akong humiling ng isang refund
help to check how long refunds take,check_refund_policy,REFUND,B,upang alamin kung gaano katagal ang mga refund
I want help checking your money back policy,check_refund_policy,REFUND,B,Nais ko pong tulungan kayong suriin ang inyong patakaran sa likod ng inyong pera
what is your money back policy?,check_refund_policy,REFUND,BI,ano ba ang patakaran ng iyong salapi?
help to check your money back policy,check_refund_policy,REFUND,B,upang suriin ang patakaran ng iyong pera
check under what circumstances can I ask for my money back,check_refund_policy,REFUND,B,Tingnan kung sa anong mga kalagayan ako makahihingi ng aking pera pabalik
can you help me checking how long refunds usually take?,check_refund_policy,REFUND,BI,Matutulungan mo ba akong suriin kung gaano katagal ang dating ng mga refund?
I want assistance to check your money back policy,check_refund_policy,REFUND,B,Nais ko ng tulong upang masuri ang patakaran sa likod ng inyong pera
show me in what cases can I ask for my money back,check_refund_policy,REFUND,B,ipakita sa akin kung anong mga kaso ang maaari kong hingin ang aking pera pabalik
how to check your refund policy?,check_refund_policy,REFUND,BI,kung paano mo susuriin ang iyong patakaran?
I need to check in what cases can I ask for refunds,check_refund_policy,REFUND,B,Kailangan kong suriin kung anong mga kaso ang maaari kong hilingin para sa mga refund
could you show me your refund policy?,check_refund_policy,REFUND,BIP,Maipakikita mo ba sa akin ang patakaran mo?
I do not know what to do to check your money back policy,check_refund_policy,REFUND,BE,Hindi ko alam kung ano ang gagawin upang masuri ang patakaran ng inyong pera
check how long refunds usually take,check_refund_policy,REFUND,B,tingnan kung gaano kahabang refunds ang karaniwang kinukuha
I don't know how I could check your money back policy,check_refund_policy,REFUND,BP,Hindi ko alam kung paano ko masasawata ang patakaran ng inyong pera
I don't know what to do to check your money back policy,check_refund_policy,REFUND,B,Hindi ko alam kung ano ang gagawin upang suriin ang patakaran mo sa likod
assistance to check how long refunds take,check_refund_policy,REFUND,B,tulong upang masuri kung gaano katagal ang mga refund
I need to check your money back policy,check_refund_policy,REFUND,B,Kailangan kong suriin ang patakaran ng inyong pera
I have got to check how long refunds usually take,check_refund_policy,REFUND,B,Kailangan kong suriin kung gaano katagal ang mga refund
help me to check your refund policy,check_refund_policy,REFUND,B,na suriin ang inyong patakaran
I need assistance checking your refund policy,check_refund_policy,REFUND,B,Kailangan ko ng tulong upang masuri ang inyong patakaran sa refund
I want to check in what cases can I ask for my money back,check_refund_policy,REFUND,B,Gusto kong alamin kung anong mga kaso ang maaari kong hingin sa kaniya para maibalik ang aking pera
help me to check in what cases can I ask for refunds,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin kung anong mga kaso ang maaari kong hilingin na ako'y bigyan ng mga refunds
could I check how long refunds usually take?,check_refund_policy,REFUND,BIP,Maaari ko bang alamin kung gaano katagal ang mga refund?
where do I check your money back policy?,check_refund_policy,REFUND,BI,saan ko tinitingnan ang patakaran ng inyong pera?
I would like to check in what cases can I ask for refunds,check_refund_policy,REFUND,BP,Nais kong alamin kung anong mga kaso ang maaari kong hilingin para sa mga refund
I would like to check how long refunds usually take,check_refund_policy,REFUND,BP,Gusto kong malaman kung gaano katagal ang mga refund
can you show me in what cases can I ask for my money back?,check_refund_policy,REFUND,BI,Maipakikita mo ba sa akin sa anong mga kaso maaari kong hingin ang aking pera?
could you help me to check your refund policy?,check_refund_policy,REFUND,BIP,Matutulungan mo ba akong suriin ang iyong patakaran?
I want to check how long refunds take,check_refund_policy,REFUND,B,Gusto kong malaman kung gaano katagal ang mga refund
assistance checking your refund policy,check_refund_policy,REFUND,B,tulungang suriin ang iyong patakarang refund
could you show me in what cases can I ask to be refunded?,check_refund_policy,REFUND,BIP,Maaari mo bang ipakita sa akin sa anong mga kaso na maaari kong hilingin na ako'y muling palakasin?
what do I need to do to check your money back policy?,check_refund_policy,REFUND,BI,Ano ang kailangan kong gawin upang masuri ang patakaran ng inyong pera?
help me checking how long refunds take,check_refund_policy,REFUND,B,ay tumutulong sa akin na suriin kung gaano katagal ang mga refund
help me to check in what cases can I ask for my money back,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin kung anong mga kaso ang maaari kong hingin ang aking pera pabalik
help me check in what cases can I ask for a refund,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin kung anong mga kaso ang maaari kong hilingin na ako'y bigyan ng refund
I try to check your refund policy,check_refund_policy,REFUND,B,Sinisikap kong suriin ang inyong patakarang refund
assistance checking how long refunds usually take,check_refund_policy,REFUND,B,tumutulong sa pagsusuri kung gaano katagal ang mga refund
show me in what cases can I ask for a refund,check_refund_policy,REFUND,B,ipakita sa akin kung anong mga kaso ang maaari kong hilingin na ako'y bigyan ng bayad - pinsala
could you help me check your money back policy?,check_refund_policy,REFUND,BIP,Matutulungan mo ba akong suriin ang patakaran mo?
I do not know how I could check your money back policy,check_refund_policy,REFUND,BEP,Hindi ko alam kung paano ko masasawata ang patakaran ng inyong pera
help to check your refund policy,check_refund_policy,REFUND,B,na suriin ang iyong patakaran
I do not know how to check your money back policy,check_refund_policy,REFUND,BE,Hindi ko alam kung paano susuriin ang patakaran ng inyong pera
show me under what circumstances can I ask for my money back,check_refund_policy,REFUND,B,ipakita sa akin sa ilalim ng anumang kalagayan na maaari kong hingin ang aking pera pabalik
could you help me to check how long refunds take?,check_refund_policy,REFUND,BIP,Matutulungan mo ba akong malaman kung gaano katagal ang mga refund?
I don't know how I can check your refund policy,check_refund_policy,REFUND,B,Hindi ko alam kung paano ko susuriin ang inyong patakaran
would it be possible to check your refund policy?,check_refund_policy,REFUND,BIP,Posible kayang suriin ang iyong patakaran?
I try to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B,Sinisikap kong suriin kung anong mga kaso ang maaari kong hilingin na ako'y muling patibayin
would it be possible to check how long refunds take?,check_refund_policy,REFUND,BIP,Posible kayang alamin kung gaano katagal ang mga refund?
help me check in what cases can I ask for refunds,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin kung anong mga kaso ang maaari kong hilingin na bigyan ako ng refunds
under what circumstances can I ask for refunds?,check_refund_policy,REFUND,BI,sa ilalim ng anong mga kalagayan maaari akong humiling ng mga gantimpalang - muli?
I want assistance checking how long refunds take,check_refund_policy,REFUND,B,Nais ko ng tulong sa pagsusuri kung gaano katagal ang mga refund
help to check in what cases can I ask for my money back,check_refund_policy,REFUND,B,upang masuri kung anong mga kaso ang maaari kong hingin ang aking pera pabalik
can you show me in what cases can I ask for a refund?,check_refund_policy,REFUND,BI,Maipakikita mo ba sa akin sa anong mga kaso maaari akong humiling ng isang gantimpala?
assistance to check how long refunds usually take,check_refund_policy,REFUND,B,tulong upang masuri kung gaano kahaba ang karaniwang ginagawa ng mga refund
I want help checking your refund policy,check_refund_policy,REFUND,B,Nais ko pong tulungan kayong suriin ang inyong patakaran ng refund
I want help to check your money back policy,check_refund_policy,REFUND,B,Nais ko ng tulong upang masuri ang patakaran sa likod ng inyong pera
could I check how long refunds take?,check_refund_policy,REFUND,BIP,Maaari ko bang suriin kung gaano katagal ang mga refund?
I cannot check your money back policy,check_refund_policy,REFUND,BE,Hindi ko maaaring suriin ang patakaran ng inyong pera sa likod
I have got to check in what cases can I ask for refunds,check_refund_policy,REFUND,B,Kailangan kong suriin kung anong mga kaso ang maaari kong hilingin para sa mga refund
are the service charges refundable?,check_refund_policy,REFUND,BI,ang mga bayad sa serbisyo ay maaaring pawalang - bisa?
I do not know how I could check your refund policy,check_refund_policy,REFUND,BEP,Hindi ko alam kung paano ko maaaring suriin ang inyong patakaran
how could I check your money back policy?,check_refund_policy,REFUND,BIP,kung paano ko susuriin ang patakaran ng inyong pera?
is it possible to check how long refunds take?,check_refund_policy,REFUND,BI,posible bang suriin kung gaano katagal ang mga refund?
help to check how long refunds usually take,check_refund_policy,REFUND,B,upang alamin kung gaano kahaba ang karaniwang ginagawa ng mga refund
how long do refunds take?,check_refund_policy,REFUND,BI,gaano katagal kumukuha ng refunds?
I want assistance to check your refund policy,check_refund_policy,REFUND,B,Nais ko ng tulong upang suriin ang inyong patakaran
I need help to check your refund policy,check_refund_policy,REFUND,B,Kailangan ko ng tulong upang masuri ang inyong patakaran
I want help to check your refund policy,check_refund_policy,REFUND,B,Nais ko pong tulungan kayong suriin ang inyong patakaran
I don't know how to check your refund policy,check_refund_policy,REFUND,B,Hindi ko alam kung paano susuriin ang inyong patakaran
I have to check your refund policy,check_refund_policy,REFUND,B,Kailangan kong suriin ang inyong patakaran
can I check your money back policy?,check_refund_policy,REFUND,BI,Maaari ko bang suriin ang patakaran ng inyong pera?
help me check under what circumstances can I ask for refunds,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin kung sa anong mga kalagayan ako makahihingi ng mga refund
under what circumstances can I ask to be refunded?,check_refund_policy,REFUND,BI,sa ilalim ng anong mga kalagayan maaari kong hilingin na ako'y muling patibayin?
I want assistance to check how long refunds usually take,check_refund_policy,REFUND,B,Nais ko ng tulong upang suriin kung gaano katagal karaniwang kumukuha ng mga refund
help me to check in what cases can I ask for a refund,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin kung anong mga kaso ang maaari kong hilingin na ako'y muling bigyan ng bayad - pinsala
could you help me checking your money back policy?,check_refund_policy,REFUND,BIP,Matutulungan mo ba akong suriin ang patakaran mo?
I need to check in what cases can I ask for my money back,check_refund_policy,REFUND,B,Kailangan kong suriin kung anong mga kaso ang maaari kong hingin muli sa kaniya para sa aking pera
I don't know what I have to do to check your refund policy,check_refund_policy,REFUND,B,Hindi ko alam kung ano ang dapat kong gawin upang masuri ang inyong patakaran
I have to check your money back policy,check_refund_policy,REFUND,B,Kailangan kong suriin ang patakaran ng inyong pera
I have to check how long refunds usually take,check_refund_policy,REFUND,B,Kailangan kong suriin kung gaano katagal ang mga refund
will you show me your money back policy?,check_refund_policy,REFUND,BIP,Ipakikita mo ba sa akin ang patakaran mo?
check your money back policy,check_refund_policy,REFUND,BK,Tingnan ang patakaran sa likod ng iyong pera
am I entitled to a refund according to your policy?,check_refund_policy,REFUND,BI,Ako ba'y karapat - dapat sa isang kasunduan ayon sa inyong patakaran?
help checking your money back policy,check_refund_policy,REFUND,B,ay tumutulong sa pagsusuri ng patakaran sa likod ng iyong pera
I want help to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B,Nais ko ng tulong upang masuri kung anong mga kaso ang maaari kong hilingin na ako'y muling patibayin
I am trying to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B,Sinisikap kong suriin kung anong mga kaso ang maaari kong hilingin na ako'y muling pag - isipan
can I check in what cases can I ask to be refunded?,check_refund_policy,REFUND,BI,Maaari ko bang suriin kung anong mga kaso ang maaari kong hilingin na ako'y muling ayusin?
I have to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B,Kailangan kong suriin kung anong mga kaso ang maaari kong hilingin na ako'y muling ayusin
I need help checking your money back policy,check_refund_policy,REFUND,B,Kailangan ko ng tulong upang masuri ang patakaran mo sa likod
I have to check in what cases can I ask for refunds,check_refund_policy,REFUND,B,Kailangan kong suriin kung anong mga kaso ang maaari kong hilingin para sa mga refund
can you help me check in what cases can I ask for a refund?,check_refund_policy,REFUND,BI,Matutulungan mo ba akong suriin kung anong mga kaso ang maaari kong hilingin?
can you help me check how long refunds take?,check_refund_policy,REFUND,BI,Matutulungan mo ba akong suriin kung gaano katagal ang mga refund?
help me checking your money back policy,check_refund_policy,REFUND,B,ay tumutulong sa akin na suriin ang patakaran mo sa likod
could you help me checking your refund policy?,check_refund_policy,REFUND,BIP,Matutulungan mo ba akong suriin ang iyong patakaran?
I don't know how to check your money back policy,check_refund_policy,REFUND,B,Hindi ko alam kung paano susuriin ang patakaran ng inyong pera
I need assistance checking how long refunds usually take,check_refund_policy,REFUND,B,Kailangan ko ng tulong sa pagsusuri kung gaano katagal ang mga refund
can you show me in what cases can I ask to be refunded?,check_refund_policy,REFUND,BI,Maaari mo bang ipakita sa akin sa anong mga kaso na maaari kong hilingin na ako'y muling palakasin?
can you help me checking your money back policy?,check_refund_policy,REFUND,BI,Matutulungan mo ba akong suriin ang patakaran mo?
help me check in what cases can I ask for my money back,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin kung anong mga kaso ang maaari kong hingin ang aking pera pabalik
I want to check in what cases can I ask for refunds,check_refund_policy,REFUND,B,Nais kong suriin kung anong mga kaso ang maaari kong hilingin na ako'y bigyan ng refunds
I do not know what I have to do to check your refund policy,check_refund_policy,REFUND,BE,Hindi ko alam kung ano ang dapat kong gawin upang masuri ang inyong patakaran sa refund
what do I have to do to check your money back policy?,check_refund_policy,REFUND,BI,ano ang kailangan kong gawin upang masuri ang patakaran ng inyong pera?
I am trying to check in what cases can I ask for refunds,check_refund_policy,REFUND,B,Sinisikap kong suriin kung anong mga kaso ang maaari kong hilingin para sa mga refund
I would like to check how long refunds take,check_refund_policy,REFUND,BP,Gusto kong malaman kung gaano katagal ang mga refund
help me check your refund policy,check_refund_policy,REFUND,B,ay tumutulong sa akin na suriin ang inyong patakaran sa refund
I don't know what to do to check your refund policy,check_refund_policy,REFUND,B,Hindi ko alam kung ano ang gagawin upang masuri ang inyong patakaran sa refund
I need help checking your refund policy,check_refund_policy,REFUND,B,Kailangan ko ng tulong upang masuri ang inyong patakaran sa refund
check in what cases can I ask for refunds,check_refund_policy,REFUND,B,sa kung anong mga kaso ako maaaring humingi ng refunds
help me checking in what cases can I ask for a refund,check_refund_policy,REFUND,B,ay tutulong sa akin na suriin kung anong mga kaso ang maaari kong hilingin na ako'y bigyan ng refund
in what cases can I ask for a refund?,check_refund_policy,REFUND,BI,sa anong mga kaso ako makahihingi ng kapalit?
can you show me how long refunds take?,check_refund_policy,REFUND,BI,Maipakikita mo ba sa akin kung gaano katagal ang mga refund?
show me your money back policy,check_refund_policy,REFUND,B,ipakita mo sa akin ang patakaran mo sa pagbalik sa dati
would it be possible to check your money back policy?,check_refund_policy,REFUND,BIP,Posible kayang suriin ang patakaran ng iyong pera?
I need help checking in what cases can I ask for a refund,check_refund_policy,REFUND,B,Kailangan ko ng tulong sa pagsusuri sa kung anong mga kaso ang maaari kong hilingin para sa isang refund
what do I need to do to check your refund policy?,check_refund_policy,REFUND,BI,Ano ang kailangan kong gawin upang masuri ang inyong patakaran?
can you help me checking your refund policy?,check_refund_policy,REFUND,BI,Matutulungan mo ba akong suriin ang iyong patakaran?
show me how long refunds usually take,check_refund_policy,REFUND,B,ipakita sa akin kung gaano katagal ang mga refund
can I check in what cases can I ask for a refund?,check_refund_policy,REFUND,BI,Maaari ko bang suriin kung anong mga kaso ang maaari kong hilingin?
I want help checking in what cases can I ask to be refunded,check_refund_policy,REFUND,B,Nais ko ng tulong sa pagsusuri sa kung anong mga kaso ang maaari kong hilingin na ako'y muling patibayin
I need assistance to check how long refunds take,check_refund_policy,REFUND,B,Kailangan ko ng tulong upang masuri kung gaano katagal ang mga refund
I do not know how I can check your money back policy,check_refund_policy,REFUND,BE,Hindi ko alam kung paano ko masasawata ang patakaran ng inyong pera
could I check in what cases can I ask for refunds?,check_refund_policy,REFUND,BIP,Maaari ko bang suriin kung anong mga kaso ang maaari kong hilingin?
check in what cases can I ask for a refund,check_refund_policy,REFUND,B,sa kung anong mga kaso ako maaaring humingi ng refund
I do not know how to check your refund policy,check_refund_policy,REFUND,BE,Hindi ko alam kung paano susuriin ang inyong patakaran
help to check under what circumstances can I ask for refunds,check_refund_policy,REFUND,B,sa ilalim ng anong mga kalagayan maaari akong humiling ng mga refund
help me checking your refund policy,check_refund_policy,REFUND,B,ay tumutulong sa akin na suriin ang inyong patakaran sa refund
I want help checking in what cases can I ask for a refund,check_refund_policy,REFUND,B,Nais ko ng tulong sa pagsusuri sa kung anong mga kaso ang maaari kong hilingin para sa isang refund
will you show me your refund policy?,check_refund_policy,REFUND,BIP,Ipakikita mo ba sa akin ang patakaran mo?
how can I check your money back policy?,check_refund_policy,REFUND,BI,kung paano ko susuriin ang patakaran ng inyong pera?
I try to file a complaint against your company,complaint,FEEDBACK,BL,Sinisikap kong magsampa ng reklamo laban sa inyong kompanya
canyou help me file a reclamation?,complaint,FEEDBACK,BILZ,ay makatutulong sa akin na magsampa ng isang reclamation?
i call to file a complaint against ur business,complaint,FEEDBACK,BQ,tumawag upang magsampa ng reklamo laban sa ur business
help to file an customer claim against your organization,complaint,FEEDBACK,BLZ,upang magsampa ng isang parokyano na nag - aangkin laban sa inyong organisasyon
I do not know how to file a complaint against your business,complaint,FEEDBACK,BE,Hindi ko alam kung paano magsampa ng reklamo laban sa inyong negosyo
lodge complaint against your organization,complaint,FEEDBACK,BKL,reklamo laban sa inyong organisasyon
where to make a claim,complaint,FEEDBACK,BILQ,kung saan mag - aangkin
I tgry to lodge a customer claim against your company,complaint,FEEDBACK,BLZ,Nag - aatubili akong panuluyan sa tindahan ng isang parokyano na nag - aangking laban sa iyong kompanya
I'm trying to lodge an reclamation,complaint,FEEDBACK,BLQZ,Sinisikap kong mag - reclamation
I try to file a claim against your organization,complaint,FEEDBACK,BL,Sinisikap kong gumawa ng pag - aangkin laban sa inyong organisasyon
how do I file a complaint against your business?,complaint,FEEDBACK,BI,paano ako nagrereklamo laban sa inyong gawain?
I am trying to lodge a claim,complaint,FEEDBACK,BL,Sinisikap kong pag - usapan ang isang pag - aangkin
where do I file a complaint?,complaint,FEEDBACK,BI,Saan ako nagrereklamo?
how to file a complaint against your business?,complaint,FEEDBACK,BI,kung paano magsampa ng reklamo laban sa iyong negosyo?
can I make a consumer reclamation against your organization?,complaint,FEEDBACK,BIL,Maari ba akong gumawa ng isang konsumer reclamation laban sa inyong organisasyon?
what do i need to do to make a complaint,complaint,FEEDBACK,BILQ,kung ano ang kailangan kong gawin upang makagawa ng reklamo
lodging customer claim against ur organization,complaint,FEEDBACK,BLQ,Sinasabi ng parokyano sa tuluyan na sila'y tutol sa organisasyon ng ur
file complaint,complaint,FEEDBACK,BK,reklamo ng talaksan
can you help me filing a complaint?,complaint,FEEDBACK,BI,Matutulungan mo ba akong magsampa ng reklamo?
help me to file a complaint against your business,complaint,FEEDBACK,B,na magsampa ng reklamo laban sa inyong negosyo
need to file a customer claim against ur organization,complaint,FEEDBACK,BLQ,kailangang magsampa ng pag - aangkin ng isang parokyano laban sa organisasyon ng ur
I try to file a complaint against your business,complaint,FEEDBACK,B,Sinisikap kong magsampa ng reklamo laban sa inyong negosyo
could you help me filing a complaint?,complaint,FEEDBACK,BIP,Matutulungan mo ba akong magsampa ng reklamo?
where could i file a reclamation,complaint,FEEDBACK,BILPQ,kung saan maaaring mag-uppose ng reclamation
can you help me file a customer claim?,complaint,FEEDBACK,BIL,Matutulungan mo ba akong isalansan ang isang pag - aangkin ng parokyano?
help me make a claim against your company,complaint,FEEDBACK,BL,ay tumutulong sa akin na mag - angkin laban sa iyong kompanya
help me to file a complaint,complaint,FEEDBACK,B,ay tumutulong sa akin na magsampa ng reklamo
what do I need to do to file a complaint?,complaint,FEEDBACK,BI,Ano ang kailangan kong gawin upang makapagsampa ng reklamo?
i try to file a complaint against ur organization,complaint,FEEDBACK,BLQ,Isubukang magsampa ng reklamo laban sa ur organization
I'm trying to make a complaint against ur organization,complaint,FEEDBACK,BLQ,Sinisikap kong gumawa ng reklamo laban sa organisasyong ur
i dont know how to file a customer reclamation,complaint,FEEDBACK,BLQ,Hindi alam kung paano i-publish ang reclamation ng kostumer
I'm not happy with ur work i wanna lodge a customer claim,complaint,FEEDBACK,BCELQ,Hindi ako natutuwa sa ur work i wanna panuluyan sa bahay ng isang parokyano
help me make a customer claim against your organization,complaint,FEEDBACK,BL,ay tumutulong sa akin na sabihin ng isang parokyano ang laban sa inyong organisasyon
assistance to file a complaint,complaint,FEEDBACK,B,tulong upang makapagsampa ng reklamo
I call to lodge a consumer reclamation against your company,complaint,FEEDBACK,BL,Tinatawagan ko ang isang mamimili na mag - reclamation laban sa inyong kompanya
were to make a customer complaint against your business?,complaint,FEEDBACK,BILZ,ang reklamo ng isang parokyano laban sa iyong negosyo?
i want helo to make a claim against ur company,complaint,FEEDBACK,BLQZ,Gusto nyang mag-solo para gumawa ng pag-aangkin laban sa ur company
filing complaint against your business,complaint,FEEDBACK,B,Magsampa ng reklamo laban sa inyong negosyo
help me lodging a complaint against your organization,complaint,FEEDBACK,BL,ay tutulong sa akin na magsampa ng reklamo laban sa inyong organisasyon
help to lodge a customer complaint,complaint,FEEDBACK,BL,ay tumutulong upang maibsan ang reklamo ng isang parokyano
I need to file a complaint,complaint,FEEDBACK,B,Kailangan kong magsampa ng reklamo
can ya help me lodge a complaint against ur business,complaint,FEEDBACK,BILQ,ay makatutulong sa akin na magsampa ng reklamo laban sa ur business
I want to file a complaint against your business,complaint,FEEDBACK,B,Gusto kong magsampa ng reklamo laban sa inyong negosyo
I have got to file a complaint,complaint,FEEDBACK,B,Kailangan kong magsampa ng reklamo
what do i need to do to lodge a customer reclamation,complaint,FEEDBACK,BILQ,kung ano ang kailangan kong gawin upang patahanin ang isang parokyano
filing customer claim against ur company,complaint,FEEDBACK,BLQ,Sinasabi ng nakapaskil na parokyano laban sa ur company
I do not know how to file a complaint,complaint,FEEDBACK,BE,Hindi ko alam kung paano magsampa ng reklamo
i need assistance making a fucking consumer reclamation,complaint,FEEDBACK,BLQW,Kailangan ng tulong sa paggawa ng isang malakas na reclamation ng mamimili
i want assistance to file a reclamation,complaint,FEEDBACK,BLQ,Gusto ko ng tulong para ma-publish ang isang reclamation
help me file a complaint,complaint,FEEDBACK,B,ay tutulong sa akin na magsampa ng reklamo
help to file a customer claim against ur business,complaint,FEEDBACK,BLQ,upang isalansan ang isang parokyano na sinasabing laban sa negosyo
I want help to file a complaint,complaint,FEEDBACK,B,Nais ko ng tulong upang magsampa ng reklamo
I'm not happy with ur service file a customer reclamation,complaint,FEEDBACK,BCELQ,Hindi ako natutuwa sa ur service file ng isang parokyano na reclamation
I'm unhappy with ur work assistance filing a bloody claim,complaint,FEEDBACK,BCLQW,Hindi ako maligaya sa pagtulong sa ur sa trabaho na nagsasabi ng madugong pag - aangkin
complaint,complaint,FEEDBACK,B,reklamo
can I file a complaint against your business?,complaint,FEEDBACK,BI,Maaari ba akong magsampa ng reklamo laban sa inyong gawain?
help filing a complaint against your business,complaint,FEEDBACK,B,ay maaaring magsampa ng reklamo laban sa iyong negosyo
I do not know what I have to do to file a complaint,complaint,FEEDBACK,BE,Hindi ko alam kung ano ang dapat kong gawin upang magsampa ng reklamo
could I file a complaint?,complaint,FEEDBACK,BIP,Maaari ba akong magsampa ng reklamo?
filing complaint,complaint,FEEDBACK,B,reklamo sa pagsasalansan
how to make an claim against ur business,complaint,FEEDBACK,BILQZ,kung paano mag-aangkin laban sa ur business
I need assistance filing a complaint,complaint,FEEDBACK,B,Kailangan ko ng tulong upang makapagsampa ng reklamo
filing consumer reclamation against your company,complaint,FEEDBACK,BL,Nagsasalansan ng mga mamimili na muling pinasisiklab laban sa iyong kompanya
I don't know how I can make a customer claim,complaint,FEEDBACK,BL,Hindi ko alam kung paano ko mapaaangkin ang isang parokyano
I need help to file a consumer complaint,complaint,FEEDBACK,BL,Kailangan ko ng tulong upang makapagsampa ng reklamo sa mamimili
can you help me lodge a complaint ?,complaint,FEEDBACK,BILZ,Maaari mo ba akong tulungang magsampa ng reklamo?
i need help filing a complaint against ur company,complaint,FEEDBACK,BLQ,Kailangan ng tulong upang makapagsampa ng reklamo laban sa ur company
help to file a complaint against your business,complaint,FEEDBACK,B,upang magsampa ng reklamo laban sa iyong negosyo
help making a claim against your organization,complaint,FEEDBACK,BL,ay tumutulong sa pag - aangkin laban sa iyong organisasyon
I don't know how to file a complaint against your business,complaint,FEEDBACK,B,Hindi ko alam kung paano magsampa ng reklamo laban sa inyong negosyo
how can I make a complaint?,complaint,FEEDBACK,BIL,Paano ako makapagrereklamo?
i do not know what to do to make a consumer reclamation,complaint,FEEDBACK,BELQ,Hindi alam ng i kung ano ang gagawin para muling mag-clamation ang mamimili
making complaint against ur company,complaint,FEEDBACK,BLQ,pagrereklamo laban sa mga ur company
I'm not happy with ur services i try to lodge an claim,complaint,FEEDBACK,BCELQZ,Hindi ako natutuwa sa mga serbisyong ur i na sikaping pawalang - saysay ang pag - aangkin
how do I lodge a consumer reclamation against your company?,complaint,FEEDBACK,BIL,paano ako naglalagay ng isang konsumer reclamation laban sa inyong kompanya?
how can I lodge a complaint?,complaint,FEEDBACK,BIL,paano ako makapagrereklamo?
can you help me to file a complaint against your business?,complaint,FEEDBACK,BI,Matutulungan mo ba akong magsampa ng reklamo laban sa iyong negosyo?
assistance lodging a consumer complaint,complaint,FEEDBACK,BL,tumutulong upang maibsan ang reklamo ng mamimili
where do I lodge a reclamation against your organization?,complaint,FEEDBACK,BIL,Saan ako nakatira sa isang pagsasaya laban sa inyong organisasyon?
need help to make a complaint against your business,complaint,FEEDBACK,BLQ,ay nangangailangan ng tulong upang magreklamo laban sa iyong negosyo
how do i mke a customer claim against ur business,complaint,FEEDBACK,BILQZ,kung paano i-cuke ang isang parokyano ay nag-aangkin laban sa ur business
I want help filing a complaint,complaint,FEEDBACK,B,Nais ko ng tulong upang magsampa ng reklamo
can you help me to lodge a lcaim against your business?,complaint,FEEDBACK,BILZ,Matutulungan mo ba ako na mag - alsa laban sa iyong gawain?
I am calling to lodge a claim against your organization,complaint,FEEDBACK,BL,Ako'y tumatawag upang mag - angkin laban sa inyong organisasyon
I'm not happy with ur services help to lodge a claim,complaint,FEEDBACK,BCELQ,Hindi ako natutuwa sa mga serbisyo ng ur para sa pag - aangkin
assistance to file a complaint against your organizxation,complaint,FEEDBACK,BLZ,tulong upang magsampa ng reklamo laban sa iyong organizxiation
I need help filing a reclamation against your company,complaint,FEEDBACK,BL,Kailangan ko ng tulong upang magsumite ng isang replamasyon laban sa inyong kompanya
I want assistance to file a complaint against your business,complaint,FEEDBACK,B,Nais ko ng tulong upang magsampa ng reklamo laban sa inyong negosyo
I don't know how to file a complaint,complaint,FEEDBACK,B,Hindi ko alam kung paano magsampa ng reklamo
is it possible to file a complaint?,complaint,FEEDBACK,BI,posible bang magsampa ng reklamo?
I do not know how I could file a complaint,complaint,FEEDBACK,BEP,Hindi ko alam kung paano ako makapagsasampa ng reklamo
help me filing a complaint against your business,complaint,FEEDBACK,B,ay tumulong sa akin na magsampa ng reklamo laban sa inyong gawain
i dont know how i could make a reclamation,complaint,FEEDBACK,BLPQ,Hindi alam kung paano makagawa ng reclamation ang i
could you help me to file a complaint?,complaint,FEEDBACK,BIP,Matutulungan mo ba akong magsampa ng reklamo?
"I am not happy with your work, how to make a complaint ?",complaint,FEEDBACK,BCEILZ,"Hindi ako natutuwa sa inyong trabaho, kung paano gumawa ng reklamo ?"
